%time,t(ns),field.orientation.x,field.orientation.y,field.orientation.z,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,t(s)
1.63E+18,7319980032,0.004655986,-0.003861197,0.007163732,0.052973362,1.176451325,0.344276786,7.319980032
1.63E+18,7330040064,0.004382557,-0.003795754,0.007463132,0.064301871,1.322465181,1.238861084,7.330040064
1.63E+18,7339970048,0.003837075,-0.004115472,0.007847548,0.086138855,1.279932737,1.558981657,7.339970048
1.63E+18,7349960192,0.003258281,-0.004615494,0.008360719,0.107853713,1.24490273,0.338988304,7.349960192
1.63E+18,7379950080,0.002802606,-0.003802886,0.009324822,0.033510822,1.355213642,1.543370366,7.37995008
1.63E+18,7389970176,0.002799251,-0.003477527,0.009502051,0.041387042,1.00477159,1.890521646,7.389970176
1.63E+18,7410030080,0.002328139,-0.003914235,0.010248694,0.098981309,1.244797707,0.961154282,7.41003008
1.63E+18,7419950080,0.00181096,-0.004211271,0.010760324,0.099391327,1.264802098,0.310176015,7.41995008
1.63E+18,7430050048,0.000875475,-0.00400607,0.011604565,0.079451924,0.487457037,0.461981952,7.430050048
1.63E+18,7450100224,0.000630838,-0.003810146,0.012024186,0.085002027,0.543096542,0.258873463,7.450100224
1.63E+18,7459960064,0.000549582,-0.003660665,0.012428292,0.077975126,0.257081121,0.626257479,7.459960064
1.63E+18,7469970176,0.000800577,-0.003484988,0.012811957,0.080795705,-0.018081218,0.387199014,7.469970176
1.63E+18,7479970048,0.001360675,-0.002810698,0.013671023,0.099017403,0.396007538,0.408063561,7.479970048
1.63E+18,7489990144,0.001620224,-0.003082128,0.014167781,0.098543161,1.102115035,1.148198724,7.489990144
1.63E+18,7499990016,0.002058518,-0.003437598,0.014621792,0.089103578,1.409476995,1.262335896,7.499990016
1.63E+18,7509990144,0.002728813,-0.003410568,0.015044447,0.085451385,1.348807096,1.078111529,7.509990144
1.63E+18,7519990016,0.003481577,-0.003083782,0.015436078,0.077878437,1.375219584,2.027094364,7.519990016
1.63E+18,7530210048,0.004338599,-0.00286286,0.015802402,0.075939031,1.573581219,2.669846535,7.530210048
1.63E+18,7540010240,0.005160683,-0.002929496,0.016167318,0.076421555,1.428726912,1.474268556,7.54001024
1.63E+18,7550110208,0.005685907,-0.003185644,0.016532234,0.072341109,1.560875893,1.328437328,7.550110208
1.63E+18,7560220160,0.005984905,-0.003472768,0.016856078,0.063324295,1.423505187,2.129114151,7.56022016
1.63E+18,7590010112,0.005795615,-0.004176572,0.018050704,0.080009873,1.147072911,-0.227326408,7.590010112
1.63E+18,7600410112,0.005718845,-0.004262297,0.018380679,0.058678003,1.155966878,-0.136447653,7.600410112
1.63E+18,7610050048,0.005740053,-0.004132373,0.018652209,0.055109321,0.698932111,0.081254281,7.610050048
1.63E+18,7619970048,0.005626728,-0.00381117,0.018940721,0.059627149,0.856921852,0.603438258,7.619970048
1.63E+18,7630530048,0.005484966,-0.003350132,0.019244945,0.060871099,1.393937588,0.280630887,7.630530048
1.63E+18,7639970048,0.00536823,-0.002904261,0.019509558,0.04551366,1.59014225,0.533448458,7.639970048
1.63E+18,7650030080,0.005238764,-0.002693985,0.019691491,0.033610945,1.41734457,1.772388816,7.65003008
1.63E+18,7659970048,0.005106709,-0.002858808,0.019889991,0.045938289,1.314157367,1.808135033,7.659970048
1.63E+18,7670030080,0.004912098,-0.003255132,0.020147331,0.052527033,1.219145894,0.887820363,7.67003008
1.63E+18,7679990016,0.004852137,-0.002957494,0.020793882,0.044367748,1.35154748,0.380328119,7.679990016
1.63E+18,7690060032,0.004517968,-0.002844398,0.020972753,0.029310872,1.444140196,0.340518504,7.690060032
1.63E+18,7699960064,0.004129281,-0.00249935,0.021102239,0.026102736,0.843895733,-0.074494205,7.699960064
1.63E+18,7709960192,0.003659434,-0.002361592,0.021283441,0.041474835,0.473662227,-0.188610375,7.709960192
1.63E+18,7720010240,0.003149995,-0.002614127,0.021508633,0.043825799,0.605812907,0.40876618,7.72001024
1.63E+18,7730140160,0.002740554,-0.002988085,0.021727561,0.04394428,0.521572948,-0.016462801,7.73014016
1.63E+18,7739970048,0.002409462,-0.002984081,0.021977778,0.053342771,0.496649921,-1.052699208,7.739970048
1.63E+18,7749970176,0.002113856,-0.002476991,0.02223133,0.043944796,0.989367962,-0.310450703,7.749970176
1.63E+18,7760000000,0.002145113,-0.001787233,0.02236107,0.017070911,0.987156153,1.362051487,7.76
1.63E+18,7769970176,0.002458331,-0.001192709,0.022479952,0.039270066,0.485923707,1.447859049,7.769970176
1.63E+18,7780050176,0.00261871,-0.00082069,0.022796653,0.077130821,0.942764819,1.134037495,7.780050176
1.63E+18,7789970176,0.002714825,-0.000736054,0.023182175,0.074494866,1.468599796,1.598573685,7.789970176
1.63E+18,7800000000,0.003005145,-0.000857775,0.023527218,0.070190057,1.329014421,1.693255305,7.8
1.63E+18,7809980160,0.003246319,-0.00095713,0.023900015,0.081707655,1.055713534,1.5912081,7.80998016
1.63E+18,7820010240,0.003212115,-0.000958444,0.0243449,0.092243844,1.27520597,1.992335916,7.82001024
1.63E+18,7836260096,0.003169389,-0.000916506,0.024797435,0.089308583,1.214138389,1.169983029,7.836260096
1.63E+18,7839970048,0.003226294,-0.000865745,0.025231459,0.086539345,0.880825222,0.559387565,7.839970048
1.63E+18,7849960192,0.003289825,-0.000951816,0.025655826,0.086425212,0.670739174,1.255778074,7.849960192
1.63E+18,7860010240,0.003356249,-0.001149927,0.026124713,0.099893625,0.698218822,0.43196848,7.86001024
1.63E+18,7870040064,0.003378028,-0.001259814,0.02659992,0.088334898,0.82467258,-0.455451846,7.870040064
1.63E+18,7879970048,0.003597702,-0.000534229,0.027379806,0.068750481,0.562699437,0.103144906,7.879970048
1.63E+18,7889990144,0.003663567,-0.000114382,0.027686417,0.057299862,0.799401104,0.806935072,7.889990144
1.63E+18,7899970048,0.003909946,0.000413004,0.027932854,0.048689779,0.824986875,0.941578031,7.899970048
1.63E+18,7909980160,0.004270759,0.000764105,0.028181412,0.054447101,0.825796962,1.161243439,7.90998016
1.63E+18,7920010240,0.004710166,0.00076043,0.028447336,0.055561971,1.442954302,1.631577849,7.92001024
1.63E+18,7930020096,0.005102293,0.000436495,0.02871133,0.055326535,1.577843428,1.760715485,7.930020096
1.63E+18,7939970048,0.005231978,-3.07E-05,0.028997493,0.060642754,1.128064871,1.370750189,7.939970048
1.63E+18,7949970176,0.005145173,-0.000416933,0.029305492,0.060432302,1.17258656,0.778813541,7.949970176
1.63E+18,7960000000,0.005027545,-0.000641142,0.029570499,0.048117533,1.158694386,0.263815582,7.96
1.63E+18,7969950208,0.004927434,-0.00079014,0.029798035,0.045800816,1.051910758,0.01860068,7.969950208
1.63E+18,7979970048,0.0048004,-0.00098142,0.030023973,0.043950688,1.072268963,0.473900795,7.979970048
1.63E+18,7989980160,0.004668501,-0.001212478,0.030232873,0.041641216,0.814941168,0.142478615,7.98998016
1.63E+18,8009960192,0.004230912,-0.00106377,0.030595181,0.022358203,1.116038442,0.315425068,8.009960192
1.63E+18,8019990016,0.003955265,-0.000603875,0.030690826,0.01986553,0.705978394,0.899803042,8.019990016
1.63E+18,8030400000,0.003653715,-0.000102642,0.030833384,0.03399625,0.582208335,0.6022349,8.0304
1.63E+18,8039980032,0.0032526,0.000298204,0.031043686,0.043558039,0.807113647,0.713862717,8.039980032
1.63E+18,8049960192,0.003055196,0.000402013,0.031243665,0.0341897,1.160562515,0.998140454,8.049960192
1.63E+18,8059950080,0.003253708,0.000258486,0.031357719,0.020216784,1.085018516,1.099240422,8.05995008
1.63E+18,8070000128,0.003532011,7.03E-05,0.031474232,0.031007434,0.713353574,1.038263559,8.070000128
1.63E+18,8079990016,0.003998698,0.000113985,0.032098807,0.045032148,1.1013726,0.694400668,8.079990016
1.63E+18,8090010112,0.003890653,6.17E-05,0.032312352,0.039204548,1.558656454,0.361996531,8.090010112
1.63E+18,8100040192,0.003582088,5.53E-05,0.032475929,0.027834386,1.152418256,0.643516779,8.100040192
1.63E+18,8109970176,0.003108029,-7.71E-05,0.032614424,0.027419532,0.75353539,0.874786139,8.109970176
1.63E+18,8119990016,0.00269264,-0.000328456,0.032781593,0.035194731,0.615841746,-0.06825529,8.119990016
1.63E+18,8130430208,0.0024483,-0.000451781,0.032945562,0.027282048,0.847466767,-0.906924069,8.130430208
1.63E+18,8139960064,0.002370172,-0.000318642,0.033008979,0.0035218,0.851067722,-0.121787377,8.139960064
1.63E+18,8155360256,0.002437186,-0.000108079,0.032985289,-0.005408229,0.575195074,1.042085648,8.155360256
1.63E+18,8160000000,0.002484488,4.10E-05,0.032998796,0.012729977,0.373272717,0.843625963,8.16
1.63E+18,8171530240,0.002304302,0.000100809,0.033148854,0.040404781,0.349853307,0.414621949,8.17153024
1.63E+18,8179970048,0.002119505,1.48E-05,0.03339939,0.05282489,0.888076067,0.336790323,8.179970048
1.63E+18,8189970176,0.002210795,-0.00025535,0.033637872,0.044261596,1.223095536,0.279996842,8.189970176
1.63E+18,8199990016,0.002597051,-0.000637575,0.03382158,0.03698589,0.758162379,0.381741881,8.199990016
1.63E+18,8209960192,0.003250852,-0.000960365,0.033999485,0.039315207,0.773135722,0.134596884,8.209960192
1.63E+18,8219980032,0.004062319,-0.001113455,0.034144241,0.025748865,1.29591167,-0.298570246,8.219980032
1.63E+18,8230500096,0.004799627,-0.000943313,0.034205223,0.011165022,1.011940122,0.022309897,8.230500096
1.63E+18,8240000000,0.005162933,-0.000592775,0.034268684,0.019418809,0.874699712,0.446367919,8.24
1.63E+18,8249990144,0.00511923,-0.000413444,0.034384133,0.023723813,1.326033592,0.217115,8.249990144
1.63E+18,8260000256,0.004826675,-0.000345103,0.0344976,0.021708121,1.142865062,-0.320114464,8.260000256
1.63E+18,8269980160,0.004420196,-0.000234925,0.034604683,0.017729221,1.038143158,0.006203032,8.26998016
1.63E+18,8280030208,0.004777905,-0.000270409,0.034309762,0.006919015,0.920767963,0.658979356,8.280030208
1.63E+18,8289990144,0.004882211,4.10E-05,0.034351477,0.014366853,0.436774105,0.639392495,8.289990144
1.63E+18,8299960064,0.005055289,0.000214098,0.03447523,0.033286709,0.620383203,0.632644951,8.299960064
1.63E+18,8309970176,0.005186811,7.19E-06,0.034662863,0.040564804,1.19963038,1.331576467,8.309970176
1.63E+18,8319980032,0.00517878,-0.000568548,0.034882571,0.049926431,0.717199504,1.324100375,8.319980032
1.63E+18,8330140160,0.004844064,-0.001136035,0.0352361,0.084939376,0.416221231,0.127242342,8.33014016
1.63E+18,8339970048,0.004279781,-0.001422774,0.035701752,0.087240796,1.441083789,-0.212150767,8.339970048
1.63E+18,8349950208,0.003837411,-0.001421885,0.036011831,0.040129477,1.83645308,0.19799906,8.349950208
1.63E+18,8360010240,0.003772523,-0.00122563,0.036081101,0.002095346,0.965379,-0.002167803,8.36001024
1.63E+18,8370100224,0.003930171,-0.000968439,0.036055015,-0.005636348,0.200380549,-0.199554458,8.370100224
1.63E+18,8379960064,0.004115215,-0.000671314,0.036019279,-0.005584793,0.403555572,0.09497565,8.379960064
1.63E+18,8389950208,0.00429605,-0.000257651,0.036002572,0.001891185,0.515057802,-0.121445857,8.389950208
1.63E+18,8399940096,0.0043318,0.000150154,0.036027521,0.005850589,0.536214173,-0.134868279,8.399940096
1.63E+18,8410040064,0.004341601,0.00040371,0.03603597,0.000882429,0.617408454,0.725176156,8.410040064
1.63E+18,8420000256,0.00443842,0.000445007,0.036079146,0.018704398,0.567069173,0.611484587,8.420000256
1.63E+18,8430030080,0.004592967,0.000332744,0.036223653,0.036091338,0.499305606,0.195150763,8.43003008
1.63E+18,8439950080,0.004886488,0.000191386,0.036435084,0.048774718,0.864761174,-0.029594619,8.43995008
1.63E+18,8450050048,0.005348069,-4.31E-05,0.036677307,0.050166977,1.293776274,-0.062011082,8.450050048
1.63E+18,8459970048,0.005776669,-0.000394409,0.03686743,0.033008704,1.065480113,1.708372712,8.459970048
1.63E+18,8470020096,0.006079226,-0.000743804,0.037033538,0.041416682,0.660549641,1.632586837,8.470020096
1.63E+18,8480010240,0.006685751,-0.00106042,0.036873475,0.056955366,0.822848678,-0.048526704,8.48001024
1.63E+18,8490020096,0.006525718,-0.000755538,0.037092651,0.029139689,1.047370315,0.34531498,8.490020096
1.63E+18,8499940096,0.006537587,-0.000409524,0.037117137,-0.007637264,1.137022257,1.351939917,8.499940096
1.63E+18,8509990144,0.006765109,-0.000125007,0.037023906,-0.019417031,0.840382755,0.689022481,8.509990144
1.63E+18,8520010240,0.006784661,0.000230935,0.036934817,-0.016804508,0.720797718,-0.232613832,8.52001024
1.63E+18,8530030080,0.006482537,0.000579824,0.036812019,-0.03368134,1.446120262,0.361014843,8.53003008
1.63E+18,8539960064,0.006157403,0.000723522,0.036572655,-0.056590446,1.427912831,1.067717671,8.539960064
1.63E+18,8550080000,0.005850692,0.0005788,0.036296627,-0.049997962,0.544509888,0.524882853,8.55008
1.63E+18,8559970048,0.00547018,0.000250022,0.036153405,-0.016155381,0.438212365,-0.502550304,8.559970048
1.63E+18,8569990144,0.005109584,-0.000280787,0.036094012,-0.016986081,1.131757736,-0.968780696,8.569990144
1.63E+18,8580000256,0.004924865,-0.000884123,0.035945445,-0.036142163,1.03480792,-1.115112424,8.580000256
1.63E+18,8589960192,0.00466079,-0.001331258,0.035773925,-0.030884887,0.788918912,-0.602797031,8.589960192
1.63E+18,8599960064,0.004167919,-0.001612777,0.035656243,-0.020767817,0.723628879,-0.455593586,8.599960064
1.63E+18,8609940224,0.003721218,-0.0017543,0.035557853,-0.023268122,0.577898502,-1.093271136,8.609940224
1.63E+18,8619980032,0.00334226,-0.001713482,0.035401708,-0.037599365,0.518606782,-1.031030178,8.619980032
1.63E+18,8630060032,0.002970695,-0.001567062,0.035178957,-0.050922915,0.774801672,0.139727235,8.630060032
1.63E+18,8639940096,0.002762791,-0.001448825,0.034876351,-0.065246069,0.599260151,0.599867821,8.639940096
1.63E+18,8649980160,0.002682511,-0.001234115,0.034564357,-0.05749893,0.032115024,-0.698491991,8.64998016
1.63E+18,8659950080,0.00258913,-0.000699986,0.03428836,-0.05795867,0.629179418,-0.973026752,8.65995008
1.63E+18,8670060032,0.002580384,2.92E-05,0.033913209,-0.08444253,0.93940109,0.383034229,8.670060032
1.63E+18,8679990016,0.003332491,0.000258019,0.033064512,-0.078579423,0.357011974,0.856984675,8.679990016
1.63E+18,8689950208,0.003562986,0.000200324,0.032734584,-0.05382514,0.20805274,0.035923019,8.689950208
1.63E+18,8700030208,0.003823454,-0.000102216,0.032509125,-0.040383709,0.667231202,-1.227878094,8.700030208
1.63E+18,8709990144,0.00420948,-0.000254305,0.032257106,-0.056742742,1.128677964,-0.870562017,8.709990144
1.63E+18,8719970048,0.00468542,-0.000223558,0.031888294,-0.076778884,0.990845859,0.516226709,8.719970048
1.63E+18,8730090240,0.005115662,-9.91E-05,0.0315252,-0.062892251,0.760842144,0.827361286,8.73009024
1.63E+18,8739970048,0.005273102,-9.70E-07,0.031277641,-0.037621653,0.40309307,-0.044141319,8.739970048
1.63E+18,8750000128,0.005114682,5.84E-05,0.031141629,-0.024802238,0.789416909,-1.105157495,8.750000128
1.63E+18,8759980032,0.004866608,0.00014958,0.030958639,-0.048158121,1.037590504,-0.74175036,8.759980032
1.63E+18,8769970176,0.004620061,0.00015666,0.030681881,-0.05454332,0.31247136,-0.196007743,8.769970176
1.63E+18,8779930112,0.0043912,-5.89E-05,0.030461685,-0.03972158,0.297042668,-0.712088287,8.779930112
1.63E+18,8789970176,0.004449349,-0.000295534,0.030194957,-0.066367955,0.703515053,-1.245893002,8.789970176
1.63E+18,8800010240,0.004963983,-0.000187254,0.029743998,-0.098739893,0.694091916,-1.071882963,8.80001024
1.63E+18,8810050048,0.00556314,8.47E-05,0.029194133,-0.109343602,0.843918562,-0.347054303,8.810050048
1.63E+18,8819960064,0.005932766,1.26E-05,0.028640343,-0.10675109,1.104678154,0.374792814,8.819960064
1.63E+18,8830050048,0.006117509,-0.000373709,0.028138997,-0.091285522,0.695537031,-0.247415751,8.830050048
1.63E+18,8840020224,0.005978844,-0.000706265,0.027748339,-0.071357878,1.011936903,-0.967569828,8.840020224
1.63E+18,8850060032,0.005627735,-0.000801206,0.027371266,-0.083341479,1.392885923,-1.057017326,8.850060032
1.63E+18,8859950080,0.005429237,-0.000800062,0.026862669,-0.113657623,0.967471838,-1.080438137,8.85995008
1.63E+18,8870040064,0.005460483,-0.000982924,0.026253686,-0.120251144,0.142721936,-0.830060899,8.870040064
1.63E+18,8880000000,0.006061837,-0.00170599,0.025308945,-0.093240607,-0.081853002,-0.440165132,8.88
1.63E+18,8890010112,0.005970866,-0.00212908,0.02489775,-0.07892942,0.341433644,-0.762229979,8.890010112
1.63E+18,8899960064,0.005772672,-0.002179906,0.024487892,-0.08373705,0.334885389,-1.938753128,8.899960064
1.63E+18,8909950208,0.005326677,-0.001981374,0.024088695,-0.076897012,0.339423716,-2.156143665,8.909950208
1.63E+18,8919970048,0.004706218,-0.001841688,0.023712593,-0.08013376,0.886388004,-0.690937161,8.919970048
1.63E+18,8930060032,0.004389311,-0.001950821,0.023246747,-0.101921563,1.077718139,-0.607156456,8.930060032
1.63E+18,8939980032,0.004601717,-0.00196278,0.022705663,-0.108600322,0.565390944,-2.103411675,8.939980032
1.63E+18,8950040064,0.005085799,-0.001622021,0.022113115,-0.123170143,0.882443488,-1.786184549,8.950040064
1.63E+18,8959940096,0.005736521,-0.001248467,0.021412852,-0.144854026,1.114459157,-0.854161918,8.959940096
1.63E+18,8970100224,0.006377038,-0.001107422,0.020661985,-0.143861532,0.821417689,-0.500677347,8.970100224
1.63E+18,8979960064,0.006505909,-0.001029995,0.020035473,-0.107069063,0.764383495,-0.061042212,8.979960064
1.63E+18,8990030080,0.006108393,-0.000976536,0.019610003,-0.076417061,0.588916004,-0.490127116,8.99003008
1.63E+18,9000030208,0.005644474,-0.000973663,0.019239714,-0.076111022,0.328634679,-0.799804449,9.000030208
1.63E+18,9010130176,0.005358019,-0.001090088,0.018860227,-0.075962501,0.329500675,-1.099519134,9.010130176
1.63E+18,9020000256,0.005291639,-0.001333972,0.018456364,-0.08455291,0.438919902,-1.306417465,9.020000256
1.63E+18,9030160128,0.005449324,-0.001472523,0.017996842,-0.093407213,0.358702898,-0.978251874,9.030160128
1.63E+18,9039990016,0.005838227,-0.001439174,0.017500297,-0.100871013,0.427515388,-1.24038887,9.039990016
1.63E+18,9049990144,0.006197951,-0.001168462,0.016957685,-0.107401409,0.27728343,-0.62965852,9.049990144
1.63E+18,9059980032,0.006226605,-0.000974162,0.016479518,-0.081727737,0.378244936,0.376865923,9.059980032
1.63E+18,9069990144,0.006110974,-0.001247847,0.016184483,-0.046822766,0.881120622,-0.532355607,9.069990144
1.63E+18,9080020224,0.00668145,-0.001879657,0.01579569,-0.055864464,1.152390957,-1.492117882,9.080020224
1.63E+18,9089970176,0.006928243,-0.001936119,0.015432938,-0.078576585,1.042567134,-1.500082612,9.089970176
1.63E+18,9099990016,0.007389462,-0.00167557,0.015002278,-0.087729853,0.980283141,-1.06767571,9.099990016
1.63E+18,9110000128,0.007911207,-0.001332747,0.014504442,-0.10136056,0.80257076,-0.474215597,9.110000128
1.63E+18,9119960064,0.008316376,-0.001056687,0.014022251,-0.083974771,0.441466242,0.102425024,9.119960064
1.63E+18,9130270208,0.008327891,-0.001040086,0.013716486,-0.046145757,0.503576815,-0.080597728,9.130270208
1.63E+18,9139950080,0.007964965,-0.001308563,0.013526168,-0.038298699,0.706177592,-0.567403078,9.13995008
1.63E+18,9149970176,0.007540293,-0.001594491,0.013312018,-0.046678673,0.746408105,-1.165109754,9.149970176
1.63E+18,9159990016,0.007158309,-0.001581292,0.01306904,-0.051591585,0.585315704,-1.292204499,9.159990016
1.63E+18,9169990144,0.006791758,-0.001247384,0.012781325,-0.062258693,0.475841701,-0.950853825,9.169990144
1.63E+18,9180010240,0.006597738,-0.000826172,0.012440012,-0.072109098,0.618663549,-0.824564636,9.18001024
1.63E+18,9190060032,0.006468171,-0.000545538,0.012066605,-0.073762904,0.621251166,-0.352341205,9.190060032
1.63E+18,9199970048,0.006185902,-0.00069074,0.011729748,-0.06351645,0.819879889,0.091370828,9.199970048
1.63E+18,9210100224,0.005874458,-0.001250382,0.01142045,-0.063019363,0.718043327,-0.456979662,9.210100224
1.63E+18,9219970048,0.005566863,-0.001856385,0.011103625,-0.063659212,0.610010743,-0.679351985,9.219970048
1.63E+18,9230060032,0.00522817,-0.002200454,0.010784137,-0.066067542,0.876579225,-0.394991487,9.230060032
1.63E+18,9239960064,0.004893756,-0.002251989,0.010426436,-0.075445007,0.574648321,-0.811731994,9.239960064
1.63E+18,9250010112,0.004487705,-0.002134704,0.010046365,-0.075755997,0.354599893,-0.782901049,9.250010112
1.63E+18,9260010240,0.003996316,-0.002040198,0.009696452,-0.067902647,0.41978097,-0.68593812,9.26001024
1.63E+18,9270070016,0.003615515,-0.002092655,0.009347599,-0.073531118,0.219173461,-1.308301926,9.270070016
1.63E+18,9279970048,0.004102788,-0.002273729,0.008768047,-0.084797171,0.128731474,-1.38909924,9.279970048
1.63E+18,9289980160,0.004312651,-0.002068273,0.008302145,-0.096107092,0.2812801,-1.207707047,9.28998016
1.63E+18,9299940096,0.004742966,-0.001776543,0.007782244,-0.104461245,0.409490019,-0.857908785,9.299940096
1.63E+18,9309940224,0.005116363,-0.001397979,0.007264473,-0.096166447,0.332669109,0.044613615,9.309940224
1.63E+18,9320000000,0.005234134,-0.00110281,0.006860017,-0.067675609,0.479507625,-0.017123669,9.32
1.63E+18,9330050048,0.005196764,-0.001039115,0.006587583,-0.047082258,0.993565083,-0.38226825,9.330050048
1.63E+18,9340000256,0.005143972,-0.001229423,0.006378065,-0.037595645,1.094440222,-0.078227527,9.340000256
1.63E+18,9349960192,0.00512184,-0.001630502,0.006234123,-0.021476609,0.948580742,0.108001865,9.349960192
1.63E+18,9359940096,0.005078678,-0.002099582,0.006169142,-0.007131545,0.778478801,-0.089441627,9.359940096
1.63E+18,9369970176,0.004966248,-0.002500632,0.006150633,-0.002772283,0.541714072,-0.460816711,9.369970176
1.63E+18,9379970048,0.00471627,-0.00278797,0.00612154,-0.008922988,0.392127931,-0.286429405,9.379970048
1.63E+18,9390040064,0.004372553,-0.002987175,0.006057561,-0.015061907,0.345906675,0.046314243,9.390040064
1.63E+18,9399990016,0.004047497,-0.003081172,0.005987124,-0.012697196,0.006055556,-0.416528225,9.399990016
1.63E+18,9410010112,0.003742627,-0.003028769,0.00594465,-0.007408232,0.048628572,-1.097917438,9.410010112
1.63E+18,9419950080,0.003613244,-0.002863594,0.005855039,-0.029376084,0.936526239,-0.817180753,9.41995008
1.63E+18,9431620096,0.003935551,-0.002623459,0.005581004,-0.068002986,0.936894417,-0.529870391,9.431620096
1.63E+18,9441620224,0.004540835,-0.002309297,0.00516429,-0.084904214,0.263538837,0.090575732,9.441620224
1.63E+18,9450390016,0.005652959,-0.002303843,0.00448219,-0.039745424,0.484038442,0.77366513,9.450390016
1.63E+18,9469980160,0.005951881,-0.002794061,0.004340042,-0.020387332,0.725727797,0.027982472,9.46998016
1.63E+18,9479980032,0.006722571,-0.003683168,0.004041896,-0.01410563,0.655876577,0.229884177,9.479980032
1.63E+18,9490020096,0.007067476,-0.004362979,0.003973247,-0.010615381,0.395639509,0.127558783,9.490020096
1.63E+18,9499990016,0.007409787,-0.004822803,0.003945278,0.000944958,0.161322594,-0.806654751,9.499990016
1.63E+18,9509950208,0.00751768,-0.005003408,0.003955063,0.00061224,0.599246621,-1.102236867,9.509950208
1.63E+18,9520040192,0.007520898,-0.005069313,0.003910855,-0.013353679,0.867369235,-0.632513523,9.520040192
1.63E+18,9530000128,0.007529032,-0.005208697,0.003835888,-0.012765128,0.562030017,-0.202930331,9.530000128
1.63E+18,9539960064,0.007559474,-0.005419083,0.003796738,-0.002666354,0.139190406,-0.301346689,9.539960064
1.63E+18,9550350080,0.007699073,-0.005516905,0.003804792,0.003224975,0.794379592,-0.886190653,9.55035008
1.63E+18,9560000000,0.007987125,-0.00537323,0.003744804,-0.024303097,1.565192699,-0.719254732,9.56
1.63E+18,9570060032,0.008260359,-0.005096339,0.003538945,-0.044995164,0.802190483,0.389557898,9.570060032
1.63E+18,9579970048,0.008393588,-0.005089335,0.003344471,-0.029543112,0.410249352,1.098748446,9.579970048
1.63E+18,9589960192,0.008423301,-0.005502865,0.003284815,0.000680833,0.479993701,0.469994038,9.589960192
1.63E+18,9599960064,0.008362044,-0.005992371,0.003350657,0.020108922,0.500484586,-0.491988063,9.599960064
1.63E+18,9609970176,0.00829883,-0.006183421,0.003442267,0.013808228,0.819545209,-1.015985131,9.609970176
1.63E+18,9620010240,0.008400947,-0.006113296,0.003434877,-0.009824973,0.555650294,-1.332290888,9.62001024
1.63E+18,9630060032,0.008666809,-0.006093127,0.003361639,-0.012239497,0.063516773,-0.856097519,9.630060032
1.63E+18,9639980032,0.008942587,-0.006101037,0.003328547,-0.001600927,-0.078629836,0.297636122,9.639980032
1.63E+18,9649960192,0.009162155,-0.005829521,0.003327815,0.001519358,-0.039261486,0.320429385,9.649960192
1.63E+18,9659990016,0.00929867,-0.005255829,0.003346591,0.008077368,0.239627644,-0.136913642,9.659990016
1.63E+18,9670000128,0.00932312,-0.004668261,0.003411907,0.016303491,0.785341084,0.379375249,9.670000128
1.63E+18,9680000000,0.009935479,-0.004481155,0.003183741,0.015008532,0.951352417,0.59892112,9.68
1.63E+18,9689990144,0.010151738,-0.004151074,0.003269025,0.021371841,0.916927099,0.294447035,9.689990144
1.63E+18,9700040192,0.010599642,-0.003826779,0.003375679,0.022557424,0.695887148,0.621108413,9.700040192
1.63E+18,9710020096,0.011135139,-0.003673184,0.003493381,0.030989475,0.369650185,1.505532503,9.710020096
1.63E+18,9719930112,0.011489084,-0.003912418,0.003716941,0.056067838,0.613003612,1.590073586,9.719930112
1.63E+18,9730010112,0.011510793,-0.004582292,0.004019928,0.05998549,0.828387201,1.131298661,9.730010112
1.63E+18,9739980032,0.011432805,-0.005294491,0.004268455,0.042739079,0.846628726,0.5587672,9.739980032
1.63E+18,9759980032,0.011818443,-0.005250312,0.004550467,0.025971024,0.064636663,-0.09166649,9.759980032
1.63E+18,9769980160,0.012068735,-0.004750662,0.004686482,0.028008037,0.658453882,0.651866317,9.76998016
1.63E+18,9780000256,0.012316978,-0.004507728,0.00479653,0.021084854,0.810618222,1.107352614,9.780000256
1.63E+18,9790050048,0.012323623,-0.0045645,0.004929416,0.033237349,0.460372269,0.954200864,9.790050048
1.63E+18,9800020224,0.01209816,-0.004713375,0.005144328,0.048236443,0.633251727,0.669517934,9.800020224
1.63E+18,9809990144,0.012050249,-0.004812006,0.005381073,0.044733982,0.555507183,0.09807805,9.809990144
1.63E+18,9819960064,0.012264704,-0.004775671,0.005564685,0.03363897,0.514411092,0.451861948,9.819960064
1.63E+18,9830030080,0.012571177,-0.004679158,0.005734115,0.039130542,0.809922457,1.18514514,9.83003008
1.63E+18,9847470080,0.012846092,-0.004691622,0.005968056,0.052867151,0.795180619,1.1015625,9.84747008
1.63E+18,9849960192,0.012844242,-0.004841007,0.006262785,0.065010068,0.536123455,0.613889813,9.849960192
1.63E+18,9860010240,0.012456322,-0.005113591,0.00663708,0.078408672,1.100075006,0.395277441,9.86001024
1.63E+18,9869980160,0.011978598,-0.005401845,0.006989741,0.060183758,1.314128637,0.488101602,9.86998016
1.63E+18,9879990016,0.012269966,-0.005835217,0.006993322,0.043656338,0.660543799,0.233134419,9.879990016
1.63E+18,9889970176,0.012070327,-0.006031848,0.007217417,0.045516215,0.434688896,-0.114775032,9.889970176
