%time,t(ns),field.orientation.x,field.orientation.y,field.orientation.z,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,t(s)
1.63E+18,539970048,-0.000543227,0.000352278,2.21E-05,0.000591925,0.470742822,0.209842414,0.539970048
1.63E+18,549980160,-0.00054776,0.000358784,2.26E-05,0.00084693,0.469068557,0.206082433,0.54998016
1.63E+18,561720064,-0.0005492,0.000358001,2.28E-05,0.000273813,0.465317726,0.20475851,0.561720064
1.63E+18,570020096,-0.000554828,0.000343886,1.78E-05,-0.000678983,0.47103247,0.207833499,0.570020096
1.63E+18,579990016,-0.000555677,0.000318595,1.56E-05,0.000835258,0.4717668,0.208508253,0.579990016
1.63E+18,589960192,-0.000546414,0.000309034,1.61E-05,0.000289231,0.467767,0.208314747,0.589960192
1.63E+18,599920128,-0.000543524,0.000314584,1.14E-05,-0.000326175,0.467054725,0.205192372,0.599920128
1.63E+18,619970048,-0.000562672,0.000296167,2.17E-05,0.001832654,0.470968693,0.201410711,0.619970048
1.63E+18,630080000,-0.0005615,0.000288628,2.03E-05,-0.000346116,0.467154384,0.20276466,0.63008
1.63E+18,639970048,-0.000565755,0.000278397,1.37E-05,-0.000654777,0.466605395,0.204370037,0.639970048
1.63E+18,651550208,-0.00057243,0.000261228,9.99E-06,0.000171692,0.467525274,0.201727659,0.651550208
1.63E+18,659980032,-0.000570932,0.000252007,1.03E-05,0.001112816,0.470955342,0.208147481,0.659980032
1.63E+18,670050048,-0.000562851,0.00025924,1.49E-05,0.001660726,0.467906207,0.209550649,0.670050048
1.63E+18,699970048,-0.000559145,0.000260694,2.16E-05,0.000641462,0.465268761,0.200782686,0.699970048
1.63E+18,710060032,-0.000569236,0.000268162,2.04E-05,0.000272445,0.464561939,0.206443131,0.710060032
1.63E+18,719970048,-0.00057258,0.000275081,2.10E-05,0.001007149,0.467923135,0.211422831,0.719970048
1.63E+18,731790080,-0.000571057,0.000275615,2.56E-05,0.001900913,0.458880454,0.198272616,0.73179008
1.63E+18,754620160,-0.000591754,0.000216034,3.65E-05,0.001122476,0.472387344,0.193201065,0.75462016
1.63E+18,761940224,-0.000591677,0.000208998,3.28E-05,-0.000955893,0.468148708,0.210010007,0.761940224
1.63E+18,769990144,-0.000585082,0.000222398,2.14E-05,-0.00174097,0.458007216,0.221010044,0.769990144
1.63E+18,779960064,-0.000579385,0.000221773,1.41E-05,-0.00038767,0.476566702,0.201002419,0.779960064
1.63E+18,789970176,-0.000586276,0.00020887,8.06E-06,-0.000830628,0.459197044,0.217527866,0.789970176
1.63E+18,799980032,-0.000595512,0.000205868,-3.33E-07,-0.001073332,0.355010152,0.199112386,0.799980032
1.63E+18,810030080,-0.000613139,0.000206438,-6.06E-06,0.000230408,0.323972553,0.194960937,0.81003008
1.63E+18,820940032,-0.000633524,0.000206219,-2.00E-07,0.002394603,0.404992402,0.196544662,0.820940032
1.63E+18,830070016,-0.000636292,0.000209084,7.79E-06,0.001805917,0.392559111,0.222152457,0.830070016
1.63E+18,839980032,-0.000635147,0.000201779,1.34E-05,0.001980765,0.352711886,0.191480115,0.839980032
1.63E+18,849960192,-0.000636756,0.000188835,2.36E-05,0.002929297,0.43189317,0.201216727,0.849960192
1.63E+18,859950080,-0.000631833,0.000179944,3.42E-05,0.002531678,0.442194968,0.20677042,0.85995008
1.63E+18,869980160,-0.000616738,0.000171524,3.72E-05,0.000327553,0.444592714,0.198053673,0.86998016
1.63E+18,879960064,-0.000518201,0.000122561,3.28E-05,0.000457471,0.46406582,0.220639244,0.879960064
1.63E+18,889950208,-0.000498856,0.000134413,3.69E-05,0.001975463,0.491329312,0.188055173,0.889950208
1.63E+18,899940096,-0.000492366,0.000149567,3.95E-05,0.00036829,0.50791955,0.23207669,0.899940096
1.63E+18,910030080,-0.000488582,0.00016257,3.60E-05,1.70E-05,0.482257336,0.206943735,0.91003008
1.63E+18,919930112,-0.000492335,0.000154426,3.58E-05,0.000758436,0.523438871,0.211313754,0.919930112
1.63E+18,930180096,-0.000502054,0.000135846,3.51E-05,0.000102363,0.512694418,0.236247793,0.930180096
1.63E+18,940110080,-0.000508046,0.000124127,3.09E-05,-0.00044452,0.512875021,0.220583707,0.94011008
1.63E+18,952000000,-0.000519025,0.000119779,2.48E-05,-0.000575613,0.522489846,0.204984471,0.952
1.63E+18,959960064,-0.000524537,0.000116782,1.80E-05,-0.000988022,0.530297339,0.210030273,0.959960064
1.63E+18,969960192,-0.000523879,0.000113789,1.04E-05,-0.000515166,0.501917243,0.215507746,0.969960192
1.63E+18,980050176,-0.000526688,0.000123259,9.12E-06,0.000844332,0.513124406,0.186674818,0.980050176
1.63E+18,990010112,-0.000533404,0.000137915,9.85E-06,0.000658194,0.524581015,0.19740729,0.990010112
1.63E+18,999950080,-0.000542459,0.000145854,1.36E-05,0.001845684,0.493508488,0.185855344,0.99995008
1.63E+18,1009960192,-0.000553001,0.000150107,1.81E-05,0.000876018,0.495517015,0.176141575,1.009960192
1.63E+18,1021270016,-0.000561086,0.000146482,1.48E-05,-0.000517075,0.496226609,0.176483437,1.021270016
1.63E+18,1035560192,-0.000560277,0.000134534,8.79E-06,-0.000637189,0.493133634,0.186620384,1.035560192
1.63E+18,1040510208,-0.000542515,0.00015873,-3.33E-07,-0.000139891,0.479827255,0.18560037,1.040510208
1.63E+18,1060000256,-0.000534274,0.000169514,-7.99E-06,-0.001250654,0.474252909,0.206932291,1.060000256
1.63E+18,1069960192,-0.000530473,0.000194289,-1.50E-05,-0.000179459,0.456317782,0.221848205,1.069960192
1.63E+18,1079970048,-0.000860677,0.000182715,-1.75E-05,0.00125443,0.465569079,0.218541533,1.079970048
1.63E+18,1089990144,-0.000850701,0.000187621,-1.35E-05,0.001487745,0.464150816,0.231944174,1.089990144
1.63E+18,1100010240,-0.000854554,0.000185609,-1.13E-05,0.000568884,0.459818542,0.229443654,1.10001024
1.63E+18,1109950208,-0.000867009,0.000183291,-1.38E-05,0.000129704,0.458640993,0.225487143,1.109950208
1.63E+18,1119960064,-0.000881003,0.000188928,-1.48E-05,0.000600845,0.470448107,0.218772739,1.119960064
1.63E+18,1131560192,-0.000890775,0.000200383,-1.54E-05,0.000210612,0.460920155,0.216922179,1.131560192
1.63E+18,1140110080,-0.00089633,0.000211326,-1.84E-05,7.15E-05,0.460025787,0.212110445,1.14011008
1.63E+18,1149960192,-0.000894366,0.000214099,-2.21E-05,-0.00032982,0.471412838,0.195917934,1.149960192
1.63E+18,1179920128,-0.000888389,0.000215456,-2.46E-05,0.000937262,0.471385986,0.188664854,1.179920128
1.63E+18,1190030080,-0.000879956,0.000228734,-2.63E-05,-0.00028123,0.47534436,0.19573614,1.19003008
1.63E+18,1199950080,-0.000873983,0.000238296,-3.61E-05,-0.001661244,0.465458632,0.200162381,1.19995008
1.63E+18,1209940224,-0.000870625,0.000245379,-4.08E-05,0.001131107,0.46717751,0.202919081,1.209940224
1.63E+18,1219950080,-0.000879074,0.000259163,-3.18E-05,0.00263369,0.468335629,0.200743094,1.21995008
1.63E+18,1231730176,-0.000893453,0.00027551,-2.86E-05,3.47E-05,0.464486539,0.212316662,1.231730176
1.63E+18,1239960064,-0.000903833,0.000283817,-3.49E-05,-0.000636706,0.464817256,0.217395693,1.239960064
1.63E+18,1249950208,-0.000915649,0.000284007,-3.79E-05,0.000232768,0.469462901,0.21096532,1.249950208
1.63E+18,1259990016,-0.000920311,0.000277534,-4.15E-05,-0.00039226,0.464719653,0.213244468,1.259990016
1.63E+18,1269980160,-0.000916751,0.000275043,-4.65E-05,-7.31E-05,0.464501709,0.214431062,1.26998016
1.63E+18,1279950080,-0.000594064,0.000250408,-4.57E-05,0.000659918,0.468215823,0.22014305,1.27995008
1.63E+18,1289950208,-0.000597349,0.000239674,-4.47E-05,0.000978892,0.461982161,0.214651883,1.289950208
1.63E+18,1299990016,-0.000582234,0.000236593,-4.13E-05,0.001385372,0.456165195,0.211881861,1.299990016
1.63E+18,1309950208,-0.000575145,0.000234078,-3.99E-05,0.000531864,0.460986704,0.214573666,1.309950208
1.63E+18,1320020224,-0.000587712,0.000218106,-4.21E-05,-0.000169036,0.469442964,0.204744205,1.320020224
1.63E+18,1330900224,-0.000599045,0.000193264,-5.14E-05,-0.001867927,0.466709882,0.197240174,1.330900224
1.63E+18,1340010240,-0.000604159,0.000178422,-6.11E-05,-0.00063227,0.462519318,0.190794989,1.34001024
1.63E+18,1356370176,-0.000609238,0.000172966,-6.21E-05,0.000774821,0.459928274,0.189302698,1.356370176
1.63E+18,1380060160,-0.000634704,0.000149025,-6.52E-05,0.000557616,0.462695658,0.192752257,1.38006016
1.63E+18,1389990144,-0.000643992,0.000147321,-6.60E-05,0.000227433,0.459029675,0.1933669,1.389990144
1.63E+18,1400000000,-0.000642567,0.000153285,-7.12E-05,-0.000854811,0.458353013,0.197706521,1.4
1.63E+18,1410010112,-0.00063475,0.000149994,-8.04E-05,-0.001059764,0.461681008,0.206849411,1.410010112
1.63E+18,1420450048,-0.000630689,0.000146401,-8.66E-05,-0.00043958,0.462726235,0.212937534,1.420450048
1.63E+18,1429990144,-0.000628025,0.000140826,-9.15E-05,-0.000383158,0.465600193,0.213506043,1.429990144
1.63E+18,1439960064,-0.000626885,0.000125241,-9.66E-05,-0.000337551,0.462347895,0.219091177,1.439960064
1.63E+18,1449970176,-0.000628136,0.00011765,-9.97E-05,0.000245755,0.458906233,0.220558554,1.449970176
1.63E+18,1459940096,-0.000627418,0.000128684,-0.000101533,5.27E-05,0.460106343,0.214721054,1.459940096
1.63E+18,1469980160,-0.000616555,0.000142507,-0.000106859,-0.000286644,0.465753973,0.213438824,1.46998016
1.63E+18,1479950080,-0.000378841,0.000199808,-0.000104063,0.001620013,0.465117037,0.2121723,1.47995008
1.63E+18,1490020096,-0.000385877,0.00021344,-9.89E-05,0.001266231,0.460413158,0.206466004,1.490020096
1.63E+18,1499980032,-0.00038723,0.000221207,-9.86E-05,0.000343188,0.460525244,0.201468751,1.499980032
1.63E+18,1509970176,-0.00038729,0.000220071,-0.000101,2.81E-05,0.462240815,0.194233105,1.509970176
1.63E+18,1519990016,-0.000385339,0.000219392,-0.000102931,0.000321879,0.463228792,0.188275069,1.519990016
1.63E+18,1529980160,-0.000393992,0.000227306,-0.000104462,0.000106697,0.465878367,0.188859522,1.52998016
1.63E+18,1539960064,-0.000411188,0.000245759,-0.00010606,0.00056197,0.466522902,0.186218277,1.539960064
1.63E+18,1550060032,-0.000408034,0.000252113,-0.000104529,0.001228799,0.466090411,0.188017905,1.550060032
1.63E+18,1560760064,-0.000406059,0.00024401,-0.000102465,0.000970064,0.470247775,0.198661655,1.560760064
1.63E+18,1569950208,-0.000415461,0.000220089,-0.000101,0.0009169,0.471742719,0.204106763,1.569950208
1.63E+18,1579980032,-0.000415609,0.000190762,-9.93E-05,0.001031735,0.474326849,0.205913574,1.579980032
1.63E+18,1589960192,-0.000414608,0.000175904,-9.61E-05,0.00135055,0.47967571,0.209982857,1.589960192
1.63E+18,1600010240,-0.000416579,0.000164893,-9.26E-05,0.001195128,0.484885693,0.215058684,1.60001024
1.63E+18,1609950208,-0.000406521,0.000159287,-8.97E-05,0.001316852,0.480202973,0.212354317,1.609950208
1.63E+18,1619930112,-0.000394809,0.000161229,-8.84E-05,0.000602667,0.4758569,0.20885697,1.619930112
1.63E+18,1630880256,-0.00039313,0.000161273,-9.03E-05,0.000157484,0.474783957,0.210884869,1.630880256
1.63E+18,1646370048,-0.000383539,0.000163778,-9.18E-05,0.000424662,0.471490443,0.212192684,1.646370048
1.63E+18,1649980160,-0.00037361,0.000164826,-9.51E-05,-0.000173897,0.473004967,0.211129665,1.64998016
1.63E+18,1659970048,-0.000364672,0.000166249,-9.92E-05,-0.000191415,0.478198439,0.209634349,1.659970048
1.63E+18,1669970176,-0.000350318,0.000180227,-0.000104462,-0.000396793,0.483045042,0.207736492,1.669970176
1.63E+18,1679940096,-0.000279549,0.000211161,-0.000100335,-0.000143255,0.484295934,0.208026335,1.679940096
1.63E+18,1690020096,-0.000280154,0.000206149,-0.000103197,-9.17E-05,0.483636558,0.200975731,1.690020096
1.63E+18,1699970048,-0.000274285,0.000199894,-0.000109256,-0.000712844,0.480954438,0.195905477,1.699970048
1.63E+18,1709960192,-0.000265297,0.00020373,-0.000115248,-0.000373519,0.480497777,0.197422877,1.709960192
1.63E+18,1719960064,-0.000247154,0.000263304,-0.000114982,0.001031762,0.472278953,0.195226714,1.719960064
1.63E+18,1740000256,-0.000238411,0.000280369,-0.000116114,-4.19E-05,0.473552436,0.199972942,1.740000256
1.63E+18,1759660032,-0.00023101,0.000301505,-0.00011911,0.000364219,0.475816101,0.207134321,1.759660032
1.63E+18,1761670144,-0.000234564,0.000315694,-0.000119975,0.000360997,0.470975429,0.206873775,1.761670144
1.63E+18,1769990144,-0.000246245,0.000316703,-0.00012184,0.000108765,0.468297601,0.21002838,1.769990144
1.63E+18,1779960064,-0.000246892,0.000326625,-0.000124236,0.000290295,0.471317858,0.212062821,1.779960064
1.63E+18,1790010112,-0.000245163,0.000343905,-0.000125968,0.000266339,0.471690059,0.212275639,1.790010112
1.63E+18,1803770112,-0.000261208,0.000350176,-0.000126633,0.000502362,0.472083718,0.215145841,1.803770112
1.63E+18,1809970176,-0.000273763,0.000357531,-0.000126101,0.000565144,0.471734107,0.213205546,1.809970176
1.63E+18,1819950080,-0.000281694,0.00036016,-0.000131161,-0.001280382,0.468601882,0.213665649,1.81995008
1.63E+18,1830010112,-0.000289271,0.000367505,-0.000143678,-0.001958807,0.467233241,0.214016899,1.830010112
1.63E+18,1839970048,-0.000279599,0.000396163,-0.000152466,-0.000530745,0.470689803,0.209943965,1.839970048
1.63E+18,1849970176,-0.000262115,0.000424155,-0.000158325,-0.000540958,0.472528398,0.204808354,1.849970176
1.63E+18,1859950080,-0.000259904,0.00044061,-0.000165316,-0.000656357,0.468289047,0.198163599,1.85995008
1.63E+18,1869990144,-0.000271401,0.000447619,-0.000168045,0.000549867,0.467498749,0.199388608,1.869990144
1.63E+18,1880010240,-0.000218388,0.000421042,-0.000157992,0.000261002,0.468588918,0.202571481,1.88001024
1.63E+18,1889950208,-0.000235744,0.000411141,-0.000160389,-5.16E-05,0.468114644,0.197562903,1.889950208
1.63E+18,1899980032,-0.000249083,0.000405765,-0.000161188,0.000652659,0.467346251,0.200048625,1.899980032
1.63E+18,1910000128,-0.000249877,0.000404181,-0.000161987,6.25E-05,0.464836329,0.204589427,1.910000128
1.63E+18,1921330176,-0.000239464,0.000392171,-0.000168112,-0.000862216,0.466350704,0.203937173,1.921330176
1.63E+18,1930660096,-0.000229666,0.000376269,-0.000173705,0.000118333,0.469810218,0.205597997,1.930660096
1.63E+18,1940020224,-0.000222022,0.000372121,-0.000173305,0.00076601,0.472841829,0.208300471,1.940020224
1.63E+18,1950080000,-0.000223577,0.000372309,-0.000175169,-0.000195493,0.472069144,0.211129934,1.95008
1.63E+18,1959990016,-0.000233753,0.00037103,-0.000181295,-0.000774877,0.467573166,0.211513862,1.959990016
1.63E+18,1970790144,-0.000246829,0.000372026,-0.000188419,-0.000700525,0.465986341,0.208961651,1.970790144
1.63E+18,1979960064,-0.000249257,0.000372881,-0.000191415,0.000579425,0.469180554,0.207569569,1.979960064
1.63E+18,1989970176,-0.000236532,0.000364729,-0.000190416,0.001104191,0.466918439,0.204871386,1.989970176
1.63E+18,1999940096,-0.000239173,0.000346719,-0.000186088,0.001726719,0.469216317,0.204025447,1.999940096
1.63E+18,2009950208,-0.000244536,0.000340401,-0.000180895,0.001280764,0.475553513,0.206636429,2.009950208
1.63E+18,2019980032,-0.000233719,0.00034515,-0.000179963,0.000802016,0.471704841,0.207994819,2.019980032
1.63E+18,2030040064,-0.000226887,0.000341003,-0.000178831,0.000795935,0.471188992,0.208571702,2.030040064
1.63E+18,2039970048,-0.000237646,0.000317639,-0.000179031,0.000320466,0.472804278,0.207729295,2.039970048
1.63E+18,2050030080,-0.000248475,0.000294331,-0.000179763,0.00081122,0.472198606,0.202892885,2.05003008
1.63E+18,2059970048,-0.000235527,0.000301964,-0.000175702,0.001775388,0.472281814,0.197246999,2.059970048
1.63E+18,2069950208,-0.000212724,0.00031347,-0.00017224,0.000932175,0.46972692,0.198900849,2.069950208
1.63E+18,2079960064,-0.000138709,0.000269838,-0.000157925,-0.000254752,0.468647122,0.203997254,2.079960064
1.63E+18,2089970176,-0.000121507,0.000275385,-0.000163984,-0.000628796,0.471958935,0.205869943,2.089970176
1.63E+18,2099940096,-0.00011173,0.000287638,-0.000169377,-0.000125254,0.468139231,0.20597361,2.099940096
1.63E+18,2109980160,-0.000107115,0.00029207,-0.000170376,0.000716776,0.465075493,0.204505816,2.10998016
1.63E+18,2120100096,-0.000100717,0.000288307,-0.000168512,0.001002146,0.46573776,0.205868572,2.120100096
1.63E+18,2130060032,-9.51E-05,0.000283988,-0.000165249,0.00146198,0.468102545,0.211252779,2.130060032
1.63E+18,2139950080,-8.76E-05,0.00028079,-0.000161055,0.001390765,0.471421897,0.212611854,2.13995008
1.63E+18,2150030080,-8.47E-05,0.000274809,-0.000158392,0.00118599,0.47153616,0.21263878,2.15003008
1.63E+18,2159960064,-9.05E-05,0.000272819,-0.000154863,0.001532924,0.470848978,0.206336141,2.159960064
1.63E+18,2169970176,-9.12E-05,0.00027464,-0.000150003,0.001514944,0.468512774,0.206750423,2.169970176
1.63E+18,2179960064,-8.21E-05,0.000275082,-0.000146407,0.001473978,0.46955809,0.207511887,2.179960064
1.63E+18,2190130176,-6.97E-05,0.000282535,-0.000139816,0.002365383,0.469630837,0.20565097,2.190130176
1.63E+18,2200000000,-5.91E-05,0.000291004,-0.000131427,0.002089968,0.472002417,0.204145819,2.2
1.63E+18,2209950208,-6.59E-05,0.000280549,-0.000125635,0.001705458,0.472349167,0.200321808,2.209950208
1.63E+18,2219930112,-7.18E-05,0.000264582,-0.000119376,0.001898556,0.470792264,0.19737865,2.219930112
1.63E+18,2230060032,-7.15E-05,0.000255409,-0.000114383,0.001270716,0.473863095,0.195012718,2.230060032
1.63E+18,2239970048,-7.17E-05,0.000251724,-0.000114116,0.000376176,0.474196821,0.196184382,2.239970048
1.63E+18,2250030080,-7.16E-05,0.000253371,-0.000113917,0.000975132,0.469382077,0.197433949,2.25003008
1.63E+18,2259970048,-7.38E-05,0.000254388,-0.000113318,0.000169831,0.46304056,0.199778557,2.259970048
1.63E+18,2270020096,-7.63E-05,0.000255901,-0.000119443,-0.000724629,0.462618679,0.201592997,2.270020096
1.63E+18,2279970048,-7.64E-05,0.000188485,-0.000102066,0.001161978,0.465576887,0.205835208,2.279970048
1.63E+18,2290080256,-7.06E-05,0.000180384,-9.65E-05,0.00182325,0.466548324,0.209092334,2.290080256
1.63E+18,2299940096,-7.37E-05,0.000175474,-9.45E-05,0.000404188,0.467864931,0.208856776,2.299940096
1.63E+18,2309970176,-8.68E-05,0.000169368,-0.000100002,-0.001043739,0.46963495,0.208096206,2.309970176
1.63E+18,2319940096,-0.000100536,0.000158346,-0.000109722,-0.001398695,0.467096865,0.206687778,2.319940096
1.63E+18,2330070016,-0.000100532,0.000155553,-0.000117113,-0.000368816,0.465170234,0.207733989,2.330070016
1.63E+18,2340010240,-0.000100514,0.000150631,-0.00011678,0.001308118,0.466374874,0.208834484,2.34001024
1.63E+18,2353920000,-0.00010539,0.000134988,-0.000111453,0.001770325,0.467135787,0.207834005,2.35392
1.63E+18,2361560064,-0.000107246,0.000133522,-0.000107325,0.001105515,0.46962899,0.206332341,2.361560064
1.63E+18,2379950080,-0.000108112,0.000165021,-0.000109323,0.000153243,0.472896814,0.20333676,2.37995008
1.63E+18,2389980160,-0.00013129,0.000167378,-0.000113983,-0.000871993,0.471832007,0.200726986,2.38998016
1.63E+18,2399940096,-0.00015175,0.000167616,-0.000119975,-0.000152389,0.464449286,0.20388858,2.399940096
1.63E+18,2409950208,-0.000162137,0.000162556,-0.000118577,0.001337662,0.464536041,0.202529535,2.409950208
1.63E+18,2420060160,-0.000168328,0.000162483,-0.000116114,0.000862892,0.471198529,0.201295659,2.42006016
1.63E+18,2430020096,-0.000181224,0.000149468,-0.000115049,0.000744495,0.469881296,0.206259131,2.430020096
1.63E+18,2440000000,-0.000198707,0.000130772,-0.000114782,0.000595448,0.467598766,0.207108721,2.44
1.63E+18,2450010112,-0.000201474,0.000129255,-0.00011405,0.000771022,0.47500366,0.200730801,2.450010112
1.63E+18,2459970048,-0.000204131,0.000123636,-0.00011385,0.000525499,0.474722624,0.196247876,2.459970048
1.63E+18,2469980160,-0.000207352,0.000114018,-0.000114383,0.000488373,0.468848616,0.204120606,2.46998016
1.63E+18,2479940096,-0.00027241,5.71E-05,-0.000101733,0.000426457,0.466712147,0.210234582,2.479940096
1.63E+18,2489980160,-0.00026811,7.28E-05,-0.000102865,0.000476573,0.46909216,0.207022503,2.48998016
1.63E+18,2499940096,-0.000272989,7.80E-05,-0.000103597,0.000534559,0.473655671,0.203519672,2.499940096
1.63E+18,2509960192,-0.000280475,7.52E-05,-0.000101533,0.001108641,0.472532898,0.201556191,2.509960192
1.63E+18,2520810240,-0.000274591,7.28E-05,-0.000102199,-3.46E-06,0.466375828,0.203966171,2.52081024
1.63E+18,2531900160,-0.00026372,7.02E-05,-0.00010646,-0.000109637,0.462303013,0.20586814,2.53190016
1.63E+18,2539950080,-0.000256371,7.08E-05,-0.000107592,0.000800445,0.461642683,0.203143001,2.53995008
1.63E+18,2550010112,-0.000243883,6.74E-05,-0.000107725,0.000511862,0.464733213,0.201340377,2.550010112
1.63E+18,2560520192,-0.00022846,5.40E-05,-0.00011152,-0.000445384,0.468715996,0.199577987,2.560520192
1.63E+18,2570040064,-0.000226046,5.12E-05,-0.000118111,-0.000608603,0.468868703,0.202710867,2.570040064
